timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773141751385,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751385,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751390,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751390,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751395,3,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751395,3,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,3,0,0
1773141751399,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751399,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751403,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751403,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751407,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751407,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751411,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751411,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751416,4,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751416,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,4,0,0
1773141751421,5,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751421,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751427,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751427,6,Redis Cache Get,200,,Redis Cache Test 1-1,text,true,,145,165,2,6,http://localhost:8076/cache/test:redis,5,0,0
1773141751433,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751438,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751443,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751448,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,6,0,0
1773141751455,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751460,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751465,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751469,4,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,4,0,0
1773141751474,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,5,0,0
1773141751480,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,5,0,0
1773141751486,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,6,0,0
1773141751492,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,5,0,0
1773141751497,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,6,0,0
1773141751503,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,7,0,0
1773141751510,8,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,5,http://localhost:8076/cache/test:redis,8,0,0
1773141751519,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751525,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,6,0,0
1773141751531,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751537,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751545,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751553,10,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,10,0,0
1773141751564,8,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,8,0,0
1773141751573,10,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,10,0,0
1773141751584,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751591,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751598,15,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,14,0,0
1773141751613,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751620,8,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,8,0,0
1773141751629,8,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751638,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,6,0,0
1773141751645,9,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,9,0,0
1773141751655,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,6,0,0
1773141751661,6,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,6,0,0
1773141751668,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751674,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
1773141751679,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751687,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,4,0,0
1773141751692,7,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,7,0,0
1773141751700,5,Redis Cache Get,200,,Redis Cache Test 1-2,text,true,,174,165,1,4,http://localhost:8076/cache/test:redis,5,0,0
